"method","language","message_size","message_count","warmup_count","trials","launch_count","stable_affinity","representative_metric","status","exit_code","error","average_micros","mean_average_micros","p10_average_micros","p90_average_micros","min_average_micros","max_average_micros","launch_stddev_average_micros","total_micros","min_micros","max_micros","stddev_micros","message_rate","child_ready","output"
"shm-raw-sync-event","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"10.331833333333334","10.56768","10.26432","11.016339999999998","10.2582","11.131966666666663","0.35555840126638838","30995.5","9.38","27.1","1.5906571231202946","96788.243454695039","True","shm-raw-sync-event-s16384-native.json"
"shm-raw-sync-busy","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"2.2318","2.2612533333333333","2.1819066666666664","2.3678399999999993","2.1501333333333328","2.4496666666666664","0.099979710386102344","6695.4","2","15.82","0.79680077741483712","448068.82337126986","True","shm-raw-sync-busy-s16384-native.json"
"iceoryx2-publish-subscribe-loan","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"4.3453333333333344","4.3499133333333333","4.2884133333333327","4.4209933333333336","4.2806666666666668","4.4579","0.061987628156306138","13036.000000000002","4.08","19.96","1.2163300904314127","230131.94231359308","True","iceoryx2-publish-subscribe-loan-s16384-native.json"
"iceoryx2-request-response-loan","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"4.5244666666666671","4.5236600000000013","4.46924","4.5734266666666672","4.4497333333333335","4.5759333333333334","0.046793040318216468","13573.4","4.2200000000000006","20.369999999999997","0.94952622338137038","221020.52543946245","True","iceoryx2-request-response-loan-s16384-native.json"
"af-unix","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"13.040366666666666","13.078839999999996","12.691846666666665","13.512426666666663","12.597433333333331","13.716266666666662","0.37844234987350051","39121.1","11.76","37.8","2.5897219024872578","76684.9602899714","True","af-unix-s16384-native.json"
"udp-loopback","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"20.733166666666666","20.729513333333333","20.471186666666668","20.943753333333326","20.299733333333336","20.946166666666656","0.23495742649821666","62199.499999999993","19.43","39.5","2.9354390311426242","48231.898970248963","True","udp-loopback-s16384-native.json"
"mailslot","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"11.788999999999998","11.820026666666667","11.72166","11.927146666666667","11.692166666666669","11.9296","0.092678669246668441","35366.999999999993","11.03","26.83","1.9176246217651676","84824.836712189339","True","mailslot-s16384-native.json"
"rpc","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"53.941666666666656","53.938833333333335","53.727013333333325","54.160546666666669","53.678199999999983","54.2546","0.19665098242544093","161824.99999999997","50.06","88.85","5.3153239562608032","18538.544724239149","True","rpc-s16384-native.json"
"alpc","rust","16384","1000","100","3","5","True","median_average_micros","completed","0",,"14.2348","17.540820000000004","13.786786666666666","23.01952","13.521733333333332","23.5712","4.3897053019587142","42704.4","12.5","200.38","11.016060379887779","70250.372326973331","True","alpc-s16384-native.json"
"py-multiprocessing-pipe","python","16384","1000","100","3","5","True","median_average_micros","completed","0",,"35.245666666666665","35.631133333333331","33.860906666666665","37.72394","33.287666666666667","38.816566666666667","1.8342392705908837","105737","27.619999999999997","794.54","44.731972173776953","28372.282171803625","True","py-multiprocessing-pipe-s16384-python.json"
"py-multiprocessing-queue","python","16384","1000","100","3","5","True","median_average_micros","completed","0",,"72.73996666666666","72.584139999999991","70.5581","74.400426666666661","69.624833333333328","74.806333333333328","1.7646445286862236","218219.9","52.42","963.32","73.040181477952416","13747.600470901139","True","py-multiprocessing-queue-s16384-python.json"
"py-socket-tcp-loopback","python","16384","1000","100","3","5","True","median_average_micros","completed","0",,"30.558466666666671","30.121206666666673","28.82970666666667","31.079206666666668","28.033933333333337","31.4155","1.1347590799421303","91675.4","24.2","734.14","45.369412533654085","32724.155007777441","True","py-socket-tcp-loopback-s16384-python.json"
"py-shared-memory-events","python","16384","1000","100","3","5","True","median_average_micros","completed","0",,"45.18566666666667","45.754713333333328","43.72388","48.10796666666667","42.9904","48.993033333333337","2.01841346965603","135557","42.15","66.05","4.2451223213628761","22130.911719793148","True","py-shared-memory-events-s16384-python.json"
"py-shared-memory-queue","python","16384","1000","100","3","5","True","median_average_micros","completed","0",,"38.115133333333333","38.412066666666668","38.061426666666669","38.939373333333336","38.027666666666669","39.085933333333337","0.41822596762994246","114345.4","35.21","65.64","4.6276676770149443","26236.298093320758","True","py-shared-memory-queue-s16384-python.json"
"copy-roundtrip","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"2.1791333333333327","2.1901599999999997","2.1401533333333336","2.2512866666666653","2.119766666666667","2.2940999999999989","0.057039103156421","6537.3999999999978","2.1399999999999997","2.8600000000000003","0.081813174706495559","458898.03285709932","False","copy-roundtrip-s32704-native.json"
"anon-pipe","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"30.88506666666667","30.876586666666668","30.480499999999996","31.31567333333334","30.40603333333333","31.579100000000007","0.39945573449660887","92655.2","29.119999999999997","42.66","1.8358580709484791","32378.107219022782","False","anon-pipe-s32704-native.json"
"named-pipe-byte-sync","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"14.455733333333336","14.498753333333337","14.29236","14.739193333333336","14.213200000000002","14.868500000000004","0.21445163619489363","43367.2","13.29","32.51","2.478785681874629","69176.704975188622","True","named-pipe-byte-sync-s32704-native.json"
"named-pipe-message-sync","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"14.426100000000003","14.612913333333333","14.360406666666666","15.040780000000002","14.355766666666668","15.373233333333337","0.3858543315236419","43278.30000000001","13.23","33.58","2.3405507450170782","69318.804111991441","True","named-pipe-message-sync-s32704-native.json"
"named-pipe-overlapped","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"15.8406","15.85512","15.693160000000002","16.027526666666663","15.676200000000003","16.057233333333329","0.14700712696252879","47521.8","14.57","33.540000000000006","2.46472127700747","63128.921884272058","True","named-pipe-overlapped-s32704-native.json"
"tcp-loopback","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"28.50106666666667","28.5166","28.388793333333329","28.661986666666664","28.3391","28.750933333333329","0.1338956193790099","85503.200000000012","26.429999999999996","48.16","3.3472461609840143","35086.406122811772","True","tcp-loopback-s32704-native.json"
"shm-events","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"13.297966666666667","13.364653333333333","13.248766666666668","13.539613333333332","13.235033333333336","13.656266666666664","0.15189887513298481","39893.9","12.3","31.97000000000001","2.4314188310988754","75199.466585117014","True","shm-events-s32704-native.json"
"shm-semaphores","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"13.465666666666667","13.260466666666668","12.820073333333335","13.546726666666668","12.585700000000005","13.574966666666668","0.36433663432478236","40397","12.29","31.42","2.2470574682360827","74262.9403173503","True","shm-semaphores-s32704-native.json"
"shm-mailbox-spin","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"4.6710999999999991","4.679293333333332","4.6175933333333319","4.7492799999999988","4.6107666666666649","4.7728666666666655","0.058931751109982035","14013.299999999996","4.3900000000000006","8.79","0.49634174047054819","214082.33606645119","True","shm-mailbox-spin-s32704-native.json"
"shm-mailbox-hybrid","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"5.0363333333333342","5.482286666666667","4.76278","6.5049333333333337","4.754433333333334","6.8339333333333343","0.81675209256610493","15109.000000000002","4.4","21.26","1.6442521771985654","198557.15136673505","True","shm-mailbox-hybrid-s32704-native.json"
"shm-ring-spin","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"3.7502333333333322","3.6810533333333333","3.5191066666666675","3.7924466666666663","3.4472000000000018","3.8005","0.13155171285679007","11250.699999999995","3.09","7.19","0.79018575804820879","266650.0751064379","True","shm-ring-spin-s32704-native.json"
"shm-ring-hybrid","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"4.1400666666666659","4.1974733333333329","3.8333266666666672","4.6136533333333345","3.7615000000000007","4.7788000000000013","0.35367559046234603","12420.199999999995","3.11","20.79","2.0588056397392691","241542.00415452252","True","shm-ring-hybrid-s32704-native.json"
"shm-raw-sync-event","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"18.39446666666667","18.292173333333334","17.798526666666664","18.695033333333331","17.619899999999998","18.7151","0.40771947294950578","55183.400000000009","17.19","36.89","2.9084327387023334","54364.174733706146","True","shm-raw-sync-event-s32704-native.json"
"shm-raw-sync-busy","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"9.7676000000000016","8.6451866666666657","6.214599999999999","9.96294","3.885933333333333","10.0851","2.3832539513679847","29302.800000000007","9.36","24.25","1.3675901822792771","102379.29481141732","True","shm-raw-sync-busy-s32704-native.json"
"iceoryx2-publish-subscribe-loan","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"6.6221666666666668","6.6468133333333324","6.57304","6.7407066666666671","6.5479333333333321","6.797","0.082866502011099658","19866.5","6.24","23.57","1.5969823136152763","151007.97825485113","True","iceoryx2-publish-subscribe-loan-s32704-native.json"
"iceoryx2-request-response-loan","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"6.7457333333333356","6.7905200000000008","6.7157666666666662","6.8955466666666672","6.7101666666666677","6.932666666666667","0.08426866189621024","20237.200000000008","6.36","23.66","1.4992219000386686","148241.85163955484","True","iceoryx2-request-response-loan-s32704-native.json"
"af-unix","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"15.401599999999998","15.36585333333333","15.191053333333334","15.508719999999997","15.116666666666667","15.526866666666663","0.14606028374917085","46204.8","14.26","34.88","2.6271471421804047","64928.319135674217","True","af-unix-s32704-native.json"
"udp-loopback","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"22.723066666666671","22.712393333333335","22.598246666666665","22.803433333333334","22.519233333333329","22.811366666666668","0.10344340674977952","68169.200000000012","20.92","42.55","3.5081931221388349","44008.144440597789","True","udp-loopback-s32704-native.json"
"mailslot","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"12.978633333333333","12.979173333333332","12.672959999999998","13.300699999999999","12.553199999999997","13.480633333333332","0.30053346746521731","38935.899999999994","11.29","31.97000000000001","2.5606169436724073","77049.715044470533","True","mailslot-s32704-native.json"
"rpc","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"65.949033333333318","66.146093333333326","65.689559999999986","66.718486666666664","65.669599999999988","66.807766666666666","0.46431258359955263","197847.09999999995","60.98","129.44","7.4666125339555558","15163.224530458119","True","rpc-s32704-native.json"
"alpc","rust","32704","1000","100","3","5","True","median_average_micros","completed","0",,"19.258333333333333","19.474926666666668","19.021073333333334","20.135386666666669","18.992299999999997","20.557400000000005","0.56938768101258652","57775","17.57","50.4","3.2009086036450483","51925.573344872348","True","alpc-s32704-native.json"
"py-multiprocessing-pipe","python","32704","1000","100","3","5","True","median_average_micros","completed","0",,"32.895433333333337","32.981546666666667","32.284980000000004","33.836326666666665","32.15036666666667","34.431566666666669","0.78063552445712114","98686.3","30.45","56.27","4.0549697150533683","30399.356344295004","True","py-multiprocessing-pipe-s32704-python.json"
"py-multiprocessing-queue","python","32704","1000","100","3","5","True","median_average_micros","completed","0",,"70.669866666666664","70.579933333333344","64.95950666666667","76.321826666666681","63.956333333333333","77.990733333333338","5.0244787165768132","212009.6","64.01","104.94","6.243018163961688","14150.302627805531","True","py-multiprocessing-queue-s32704-python.json"
"py-socket-tcp-loopback","python","32704","1000","100","3","5","True","median_average_micros","completed","0",,"29.491266666666668","29.85026","29.31364","30.740233333333332","29.286133333333332","31.463166666666663","0.81630463469358006","88473.8","27.27","51.870000000000005","4.0133904696929532","33908.343486998412","True","py-socket-tcp-loopback-s32704-python.json"
"py-shared-memory-events","python","32704","1000","100","3","5","True","median_average_micros","completed","0",,"50.033233333333335","50.131326666666666","47.902946666666665","52.415866666666666","47.5218","52.825466666666664","1.980481357695087","150099.7","46.78","76.22999999999999","5.0495220086217616","19986.715496433371","True","py-shared-memory-events-s32704-python.json"
"py-shared-memory-queue","python","32704","1000","100","3","5","True","median_average_micros","completed","0",,"41.869066666666669","42.098813333333332","41.770733333333339","42.549706666666665","41.742866666666671","42.609333333333332","0.36130789676765263","125607.2","38.7","62.09","4.685041136307011","23883.981173053773","True","py-shared-memory-queue-s32704-python.json"
